"Recibido","ID de Pedido","Canal","Estado del pedido","Marca","Tienda","Cantidad de los artículos","Subtotal","Propina","Service Fee","Ajustes","Descuento","Descuento de la plataforma","Payout","Error Charges","Aceptado","Modo de cumplimiento","Tipo de programación","Currency Code"
"04/02/2023, 21:47:37","AJG2ZGEF","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Calle Bazan","2","30.80","0.00","0.00","0.00","0.00","0.00","30.80","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"04/02/2023, 21:46:46","AGMR1BUV","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","3","36.20","0.00","0.00","0.00","0.00","0.00","36.20","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"04/02/2023, 21:36:06","641583523","Gloria Foods","Entregado","Tepuy Burger","Tepuy Burger - Calle Bazan","4","52.30","0.00","0.00","0.00","0.00","0.00","54.20","0.00","Aceptado","Entrega por el Restaurante","De inmediato","EUR"
"04/02/2023, 21:34:17","A3ELBWRL","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Calle Bazan","3","35.90","0.00","0.00","0.00","0.00","0.00","35.90","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"04/02/2023, 21:28:57","AWJT9AYN","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Calle Bazan","3","30.30","0.00","0.00","0.00","0.00","0.00","30.30","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"04/02/2023, 21:28:17","ASSU5URQ","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Calle Bazan","4","43.70","0.00","0.00","0.00","0.00","0.00","43.70","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"04/02/2023, 21:27:57","ABGWYYXE","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Calle Bazan","1","13.30","0.00","0.00","0.00","0.00","0.00","13.30","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"04/02/2023, 21:27:35","AD1XY6ZF","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","2","24.50","0.00","0.00","0.00","0.00","0.00","24.50","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"04/02/2023, 21:25:16","A11B5BBC","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Calle Bazan","3","35.00","0.00","0.00","0.00","0.00","0.00","35.00","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"04/02/2023, 21:13:16","BK4ZLPWP","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","5","33.10","0.00","0.00","0.00","0.00","0.00","33.10","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"04/02/2023, 21:12:54","BBELKWMH","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","3","32.50","0.00","0.00","0.00","0.00","0.00","32.50","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"04/02/2023, 21:10:46","641568386","Gloria Foods","Entregado","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","5","37.80","0.00","0.00","0.00","0.00","0.00","41.24","0.00","Aceptado","Para Recoger","De inmediato","EUR"
"04/02/2023, 21:08:53","A1LMPJTR","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","1","16.50","0.00","0.00","0.00","0.00","0.00","16.50","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"04/02/2023, 21:03:00","BYL41JZ9","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","3","19.80","0.00","0.00","0.00","0.00","0.00","19.80","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"04/02/2023, 21:01:32","BGZ2CN7E","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","3","18.80","0.00","0.00","0.00","0.00","0.00","18.80","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"04/02/2023, 21:01:32","BFNUYLPV","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","3","37.80","0.00","0.00","0.00","0.00","0.00","37.80","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"04/02/2023, 20:59:02","641557856","Gloria Foods","Entregado","Tepuy Burger","Tepuy Burger - Calle Bazan","4","27.10","0.00","0.00","0.00","0.00","0.00","29.00","0.00","Aceptado","Entrega por el Restaurante","De inmediato","EUR"
"04/02/2023, 20:57:30","B7ZZ1QVL","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","4","46.00","0.00","0.00","0.00","0.00","0.00","46.00","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"04/02/2023, 20:47:59","A9NMPHRY","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","2","25.20","0.00","0.00","0.00","0.00","0.00","25.20","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"04/02/2023, 20:42:23","641547872","Gloria Foods","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","3","29.40","0.00","0.00","0.00","0.00","0.00","32.07","0.00","Aceptado","Para Recoger","De inmediato","EUR"
"04/02/2023, 20:39:55","APYZUQ12","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","5","40.20","0.00","0.00","0.00","0.00","0.00","40.20","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"04/02/2023, 20:37:42","BHQJ5TZH","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","2","27.50","0.00","0.00","0.00","0.00","0.00","27.50","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"04/02/2023, 20:36:58","BDE1NU31","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","1","11.30","0.00","0.00","0.00","0.00","0.00","11.30","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"04/02/2023, 20:34:24","BQ6G3BY1","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","1","17.20","0.00","0.00","0.00","0.00","0.00","17.20","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"04/02/2023, 20:30:17","AN5TSWMF","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Calle Bazan","8","49.70","0.00","0.00","0.00","0.00","0.00","49.70","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"04/02/2023, 20:29:17","AMW6D4QZ","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","2","16.20","0.00","0.00","0.00","0.00","0.00","16.20","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"04/02/2023, 20:20:44","641510182","Gloria Foods","Entregado","Tepuy Burger","Tepuy Burger - Calle Bazan","3","33.00","0.00","0.00","0.00","0.00","0.00","34.90","0.00","Aceptado","Entrega por el Restaurante","De inmediato","EUR"
"04/02/2023, 20:16:49","ADAJLGJP","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","1","11.00","0.00","0.00","0.00","0.00","0.00","11.00","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"04/02/2023, 20:11:47","BJKX4UZY","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","2","25.10","0.00","0.00","0.00","0.00","0.00","25.10","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"04/02/2023, 20:02:42","641506189","Gloria Foods","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","2","26.60","0.00","0.00","0.00","0.00","0.00","29.02","0.00","Aceptado","Para Recoger","De inmediato","EUR"
"04/02/2023, 15:11:53","BU6ZM5RS","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","1","11.20","0.00","0.00","0.00","0.00","0.00","11.20","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"04/02/2023, 15:06:23","BULNTUJ9","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","2","26.40","0.00","0.00","0.00","0.00","0.00","26.40","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"04/02/2023, 14:36:08","AC1Z1VSS","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Calle Bazan","2","17.20","0.00","0.00","0.00","0.00","0.00","17.20","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"04/02/2023, 14:07:24","AX1MLUZB","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","1","14.50","0.00","0.00","0.00","0.00","0.00","14.50","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"04/02/2023, 13:45:01","BKUZKAWB","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","4","40.40","0.00","0.00","0.00","0.00","0.00","40.40","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"04/02/2023, 13:37:41","BHY6TXY1","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","1","14.60","0.00","0.00","0.00","0.00","0.00","14.60","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"03/02/2023, 23:06:27","A1CAQ1AY","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","3","25.80","0.00","0.00","0.00","0.00","0.00","25.80","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"03/02/2023, 22:49:31","AKLWYLL4","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Calle Bazan","2","26.90","0.00","0.00","0.00","0.00","0.00","26.90","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"03/02/2023, 22:11:38","640857364","Gloria Foods","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","6","45.80","0.00","0.00","0.00","0.00","0.00","49.96","0.00","Aceptado","Para Recoger","De inmediato","EUR"
"03/02/2023, 22:08:05","BWMNEKPK","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","4","47.80","0.00","0.00","0.00","0.00","0.00","47.80","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"03/02/2023, 22:07:21","BUSQ41VM","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","3","35.00","0.00","0.00","0.00","0.00","0.00","35.00","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"03/02/2023, 22:03:20","A23XB1LQ","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","2","29.30","0.00","0.00","0.00","0.00","0.00","29.30","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"03/02/2023, 21:55:16","ANKT1QWM","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","4","30.70","0.00","0.00","0.00","0.00","0.00","30.70","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"03/02/2023, 21:51:57","BUM4YUFE","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","2","25.40","0.00","0.00","0.00","0.00","0.00","25.40","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"03/02/2023, 21:51:36","AVRR1LLC","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","4","50.70","0.00","0.00","0.00","0.00","0.00","50.70","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"03/02/2023, 21:40:48","AWJ1JWEX","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","2","22.20","0.00","0.00","0.00","0.00","0.00","22.20","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"03/02/2023, 21:37:57","AVL1UGWW","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","2","19.70","0.00","0.00","0.00","0.00","0.00","19.70","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"03/02/2023, 21:36:46","123340781","JustEat","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","3","34.00","0.00","0.00","0.00","0.00","0.00","35.99","0.00","Aceptado","Entrega por el Restaurante","Programado","EUR"
"03/02/2023, 21:29:06","A18XRPWP","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Calle Bazan","1","13.60","0.00","0.00","0.00","0.00","0.00","13.60","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"03/02/2023, 21:27:53","640846556","Gloria Foods","Entregado","Tepuy Burger","Tepuy Burger - Calle Bazan","3","28.20","0.00","0.00","0.00","0.00","0.00","30.10","0.00","Aceptado","Entrega por el Restaurante","De inmediato","EUR"
"03/02/2023, 21:23:17","AX4J5UDC","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","2","28.20","0.00","0.00","0.00","0.00","0.00","28.20","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"03/02/2023, 21:17:06","AGFZQVRS","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Calle Bazan","1","13.90","0.00","0.00","0.00","0.00","0.00","13.90","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"03/02/2023, 21:14:48","640837954","Gloria Foods","Entregado","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","2","24.00","0.00","0.00","0.00","0.00","0.00","26.27","0.00","Aceptado","Para Recoger","De inmediato","EUR"
"03/02/2023, 21:14:10","BLDZWZCX","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","1","16.40","0.00","0.00","0.00","0.00","0.00","16.40","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"03/02/2023, 21:13:48","BLLHYVCC","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","3","31.70","0.00","0.00","0.00","0.00","0.00","31.70","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"03/02/2023, 21:13:23","A6RVETCH","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","2","29.00","0.00","0.00","0.00","0.00","0.00","29.00","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"03/02/2023, 21:10:06","AMN67SR8","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Calle Bazan","2","27.20","0.00","0.00","0.00","0.00","0.00","27.20","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"03/02/2023, 21:10:05","AWHL216D","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","2","21.20","0.00","0.00","0.00","0.00","0.00","21.20","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"03/02/2023, 21:09:43","AML41UWU","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","2","27.40","0.00","0.00","0.00","0.00","0.00","27.40","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"03/02/2023, 21:01:48","BDTHWHFP","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","2","27.20","0.00","0.00","0.00","0.00","0.00","27.20","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"03/02/2023, 20:47:21","640813820","Gloria Foods","Entregado","Tepuy Burger","Tepuy Burger - Calle Bazan","6","64.30","0.00","0.00","0.00","0.00","0.00","66.20","0.00","Aceptado","Entrega por el Restaurante","De inmediato","EUR"
"03/02/2023, 20:43:07","AC49N1MQ","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Calle Bazan","1","14.60","0.00","0.00","0.00","0.00","0.00","14.60","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"03/02/2023, 20:40:23","AWJCNCJC","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","3","33.10","0.00","0.00","0.00","0.00","0.00","33.10","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"03/02/2023, 20:40:22","BGEYECX3","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","2","27.50","0.00","0.00","0.00","0.00","0.00","27.50","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"03/02/2023, 20:27:33","AH1BJNKR","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","1","14.60","0.00","0.00","0.00","0.00","0.00","14.60","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"03/02/2023, 20:27:30","AGZV188D","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Calle Bazan","3","30.40","0.00","0.00","0.00","0.00","0.00","30.40","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"03/02/2023, 20:24:58","B7P9LBAH","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","2","27.30","0.00","0.00","0.00","0.00","0.00","27.30","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"03/02/2023, 20:22:22","AV389TPA","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Calle Bazan","3","32.30","0.00","0.00","0.00","0.00","0.00","32.30","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"03/02/2023, 20:21:57","AE7AQASD","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Calle Bazan","1","11.90","0.00","0.00","0.00","0.00","0.00","11.90","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"03/02/2023, 20:21:35","ADCGEJWZ","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Calle Bazan","2","24.30","0.00","0.00","0.00","0.00","0.00","24.30","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"03/02/2023, 20:21:19","AK5KQAGC","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","2","18.70","0.00","0.00","0.00","0.00","0.00","18.70","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"03/02/2023, 15:02:18","BRDW1LHZ","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","4","54.30","0.00","0.00","0.00","0.00","-2.00","54.30","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"03/02/2023, 14:53:52","B3S1GCLH","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","1","13.40","0.00","0.00","0.00","0.00","0.00","13.40","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"03/02/2023, 14:38:08","640554278","Gloria Foods","Entregado","Tepuy Burger","Tepuy Burger - Calle Bazan","1","14.00","0.00","0.00","0.00","0.00","0.00","15.90","0.00","Aceptado","Entrega por el Restaurante","De inmediato","EUR"
"03/02/2023, 14:22:06","AZDDLKWX","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Calle Bazan","3","34.50","0.00","0.00","0.00","0.00","0.00","34.50","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"03/02/2023, 14:15:01","AL4H3N12","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","1","22.90","0.00","0.00","0.00","0.00","0.00","22.90","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"03/02/2023, 14:14:17","AZSHBW81","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","2","13.10","0.00","0.00","0.00","0.00","0.00","13.10","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"03/02/2023, 13:49:20","BZPNNXHK","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","2","29.30","0.00","0.00","0.00","0.00","-1.00","29.30","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"03/02/2023, 13:49:02","640542045","Gloria Foods","Entregado","Tepuy Burger","Tepuy Burger - Calle Bazan","2","22.50","0.00","0.00","0.00","0.00","0.00","24.40","0.00","Aceptado","Entrega por el Restaurante","De inmediato","EUR"
"03/02/2023, 13:47:46","AZKNGK32","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Calle Bazan","2","13.40","0.00","0.00","0.00","0.00","0.00","13.40","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"03/02/2023, 13:45:02","BGTRV9X1","Glovo","Cancelado","Tepuy Burger","Tepuy Burger - Benidorm","2","29.30","0.00","0.00","0.00","0.00","0.00","29.30","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"03/02/2023, 13:40:05","BD6152JD","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","4","48.20","0.00","0.00","0.00","0.00","0.00","48.20","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"03/02/2023, 13:35:06","AUPW7RSL","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Calle Bazan","2","20.20","0.00","0.00","0.00","0.00","0.00","20.20","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"03/02/2023, 13:30:55","BPERFA1P","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","2","11.90","0.00","0.00","0.00","0.00","0.00","11.90","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"03/02/2023, 13:05:48","640527940","Gloria Foods","Entregado","Tepuy Burger","Tepuy Burger - Calle Bazan","4","24.80","0.00","0.00","0.00","0.00","0.00","26.70","0.00","Aceptado","Entrega por el Restaurante","De inmediato","EUR"
"02/02/2023, 22:22:49","AMKH913B","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Calle Bazan","2","30.70","0.00","0.00","0.00","0.00","0.00","30.70","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"02/02/2023, 22:02:19","BFWXW5GK","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","1","13.90","0.00","0.00","0.00","0.00","0.00","13.90","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"02/02/2023, 21:52:26","AAR5WUFP","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","2","28.00","0.00","0.00","0.00","0.00","0.00","28.00","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"02/02/2023, 21:14:19","AS2J69UG","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Calle Bazan","1","12.90","0.00","0.00","0.00","0.00","0.00","12.90","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"02/02/2023, 21:05:44","A81WGM6G","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","3","29.40","0.00","0.00","0.00","0.00","0.00","29.40","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"02/02/2023, 21:03:54","AXCVLEUT","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","2","26.30","0.00","0.00","0.00","0.00","0.00","26.30","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"02/02/2023, 20:35:20","AP7ZWETU","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Calle Bazan","1","13.90","0.00","0.00","0.00","0.00","0.00","13.90","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"02/02/2023, 20:31:00","AGBVSBP2","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Calle Bazan","1","10.50","0.00","0.00","0.00","0.00","0.00","10.50","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"02/02/2023, 20:23:14","BHVLYRHQ","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","2","21.70","0.00","0.00","0.00","0.00","0.00","21.70","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"02/02/2023, 20:07:06","BLBVQHKE","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","3","27.60","0.00","0.00","0.00","0.00","0.00","27.60","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"02/02/2023, 14:33:02","BJ9RNGLA","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","2","26.60","0.00","0.00","0.00","0.00","0.00","26.60","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"02/02/2023, 14:09:27","AHCWLFYT","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","4","43.80","0.00","0.00","0.00","0.00","0.00","43.80","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"02/02/2023, 13:41:58","APKLAFVA","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","2","29.70","0.00","0.00","0.00","0.00","0.00","29.70","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"02/02/2023, 13:30:57","BGVRL1SF","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","2","11.90","0.00","0.00","0.00","0.00","0.00","11.90","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"01/02/2023, 22:22:15","639798789","Gloria Foods","Entregado","Tepuy Burger","Tepuy Burger - Calle Bazan","3","23.90","0.00","0.00","0.00","0.00","0.00","25.80","0.00","Aceptado","Entrega por el Restaurante","De inmediato","EUR"
"01/02/2023, 22:07:22","AYQREV1Q","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Calle Bazan","3","26.30","0.00","0.00","0.00","0.00","0.00","26.30","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"01/02/2023, 21:48:02","AWJSLABG","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Calle Bazan","3","35.80","0.00","0.00","0.00","0.00","0.00","35.80","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"01/02/2023, 21:32:27","BHW1N9YJ","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","2","27.70","0.00","0.00","0.00","0.00","0.00","27.70","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"01/02/2023, 21:32:06","BRPGXZ8C","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","2","27.40","0.00","0.00","0.00","0.00","0.00","27.40","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"01/02/2023, 21:28:57","BPCF3GNM","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","1","11.90","0.00","0.00","0.00","0.00","0.00","11.90","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"01/02/2023, 21:20:33","BSPKFA2R","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","2","23.30","0.00","0.00","0.00","0.00","0.00","23.30","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"01/02/2023, 21:17:02","ALJBHE17","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","3","17.80","0.00","0.00","0.00","0.00","0.00","17.80","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"01/02/2023, 21:14:02","AXF2HAFT","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Calle Bazan","1","13.90","0.00","0.00","0.00","0.00","0.00","13.90","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"01/02/2023, 21:06:12","BPLGSLDV","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","3","23.70","0.00","0.00","0.00","0.00","0.00","23.70","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"01/02/2023, 20:56:03","BUZPPTRA","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","3","40.60","0.00","0.00","0.00","0.00","0.00","40.60","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"01/02/2023, 20:51:21","639756870","Gloria Foods","Entregado","Tepuy Burger","Tepuy Burger - Calle Bazan","1","7.50","0.00","0.00","0.00","0.00","0.00","7.50","0.00","Aceptado","Para Recoger","De inmediato","EUR"
"01/02/2023, 20:45:52","AGVWQ4XV","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","3","34.30","0.00","0.00","0.00","0.00","0.00","34.30","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"01/02/2023, 20:41:21","BEAK4TVZ","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","2","26.60","0.00","0.00","0.00","0.00","0.00","26.60","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"01/02/2023, 20:26:26","AMWL1QFB","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","2","15.00","0.00","0.00","0.00","0.00","0.00","15.00","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"01/02/2023, 20:18:28","AKGGCVLZ","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Calle Bazan","2","22.50","0.00","0.00","0.00","0.00","0.00","22.50","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
